"LEVEES
DE FONDS",DATE,"LIEN VERS
ANNUAIRE","LIEN VERS SITE
INTERNET"
CHEERZ et PRINTKLUB et POLABOX lève 130 000 euros auprès de A PLUS FINANCE,01/06/2012,CHEERZ et PRINTKLUB et POLABOX,CHEERZ et PRINTKLUB et POLABOX
CHRONOLLECTION lève 400 000 euros auprès d'investisseurs,01/06/2012,CHRONOLLECTION,CHRONOLLECTION
CIMAIL lève 1 million d'euros auprès d'investisseurs,01/06/2012,CIMAIL,CIMAIL
CLEAR KARMA lève 50 000 euros auprès de WAYRA,01/06/2012,CLEAR KARMA,CLEAR KARMA
CLEVER CLOUD lève des fonds auprès de KIMA VENTURES,01/06/2012,CLEVER CLOUD,CLEVER CLOUD
COSYFORYOU lève des fonds auprès d'investisseurs,01/06/2012,COSYFORYOU,COSYFORYOU
"CYBER GROUP STUDIOS lève 5 millions d'euros auprès de ENTREPRENEUR VENTURE, IDINVEST",01/06/2012,CYBER GROUP STUDIOS,
CYTUNE PHARMA lève 1 million d'euros auprès de STARQUEST,01/06/2012,CYTUNE PHARMA,
DEVIALET lève 15 millions d'euros auprès de BUSINESS ANGELS,01/06/2012,DEVIALET,DEVIALET
"DEXERA lève 1,2 million d'euros auprès d'investisseurs",01/06/2012,DEXERA,
DIGORA lève 920 000 euros auprès d'investisseurs,01/06/2012,DIGORA,DIGORA
DIMERES GROUP lève 1 million d'euros auprès d'investisseurs,01/06/2012,DIMERES GROUP,
"DIRECTSTREAMS lève 2,5 millions d'euros auprès de A PLUS FINANCE, SIGMA",01/06/2012,DIRECTSTREAMS,DIRECTSTREAMS
DIWEL lève des fonds auprès de GO CAPITAL,01/06/2012,DIWEL,DIWEL
DOCRUN lève 1 million d'euros auprès de KIMA VENTURES,01/06/2012,DOCRUN,DOCRUN
"DOMAIN THERAPEUTICS lève 2 millions d'euros auprès de ACTIONNAIRES HISTORIQUES, SEVENTURE, AURIGA",01/06/2012,DOMAIN THERAPEUTICS,DOMAIN THERAPEUTICS
"DRIVY et VOITURELIB lève 2 millions d'euros auprès de INDEX VENTURES, ALVEN",01/06/2012,DRIVY et VOITURELIB,DRIVY et VOITURELIB
DROPGIFTS lève des fonds auprès de T-Venture,01/06/2012,DROPGIFTS,DROPGIFTS
"DYNADMIC lève 1,35 million d'euros auprès d'investisseurs",01/06/2012,DYNADMIC,DYNADMIC
E-ATTESTATION lève 650 000 euros auprès d'investisseurs,01/06/2012,E-ATTESTATION,E-ATTESTATION
E-COLIBRI lève 200 000 euros auprès de NESTADIO,01/06/2012,E-COLIBRI,
"EFFICIENT IP lève 2,5 millions d'euros auprès de A PLUS FINANCE",01/06/2012,EFFICIENT IP,EFFICIENT IP
EFFINOV NUTRITION lève 500 000 euros auprès de GO CAPITAL,01/06/2012,EFFINOV NUTRITION,EFFINOV NUTRITION
ELECTRIC CAR lève 900 000 euros auprès d'investisseurs,01/06/2012,ELECTRIC CAR,
ENERBIOM lève des fonds auprès de DDIDF BUSINESS ANGELS,01/06/2012,ENERBIOM,ENERBIOM
ENTEROME lève 5 millions d'euros auprès de SEVENTURE,01/06/2012,ENTEROME,ENTEROME
EQUITY lève 1 million d'euros auprès d'investisseurs,01/06/2012,EQUITY,EQUITY
ESPARTINE lève des fonds auprès de AUDACIA,01/06/2012,ESPARTINE,
ETHNOPUB lève 500 000 euros auprès de INVESTESSOR,01/06/2012,ETHNOPUB,ETHNOPUB
ETIC.CO lève des fonds auprès de DDIDF BUSINESS ANGELS,01/06/2012,ETIC.CO,ETIC.CO
EXPERNOVA lève 600 000 euros auprès d'investisseurs,01/06/2012,EXPERNOVA,EXPERNOVA
"EYE BRAIN lève 3,3 millions d'euros auprès d'investisseurs",01/06/2012,EYE BRAIN,EYE BRAIN
"EYEKA lève 2,5 millions d'euros auprès de GENERIS CAPITAL",01/06/2012,EYEKA,EYEKA
EZ WHEEL lève des fonds auprès de ECOMOBILITE VENTURES,01/06/2012,EZ WHEEL,EZ WHEEL
"FABULOUS GARDEN lève 1 million d'euros auprès de ALLIANCE ENTREPRENDRE, FSI",01/06/2012,FABULOUS GARDEN,
FASTMAG et ACE INFORMATIQUE lève des fonds auprès de CM CIC,01/06/2012,FASTMAG et ACE INFORMATIQUE,FASTMAG et ACE INFORMATIQUE
"FOOTWAYS lève 1 million d'euros auprès de SEVENTURE, SOFIMAC",01/06/2012,FOOTWAYS,FOOTWAYS
"FORBEEZ lève des fonds auprès de BUSINESS ANGELS, POLE CAPITAL",01/06/2012,FORBEEZ,
FRED & FRED lève 150 000 euros auprès de FINORPA,01/06/2012,FRED & FRED,FRED & FRED
GEOCONCEPT lève 5 millions d'euros auprès de CM CIC,01/06/2012,GEOCONCEPT,GEOCONCEPT
GOOMEO lève 200 000 euros auprès de NESTADIO,01/06/2012,GOOMEO,GOOMEO
GRAITEC lève des fonds auprès de CDC,01/06/2012,GRAITEC,GRAITEC
"GREEN EVENEMENTS lève 300 000 euros auprès de BUSINESS ANGELS, STARQUEST",01/06/2012,GREEN EVENEMENTS,
GREEN LINK lève des fonds auprès de POLE CAPITAL,01/06/2012,GREEN LINK,
H-LOG lève 900 000 euros auprès de XANGE,01/06/2012,H-LOG,H-LOG
HAMAC et GENERATION PLUME lève 600 000 euros auprès de DDIDF BUSINESS ANGELS,01/06/2012,HAMAC et GENERATION PLUME,HAMAC et GENERATION PLUME
"HEMARINA lève 6,3 millions d'euros auprès de BUSINESS ANGELS, XMP BUSINESS ANGELS, FINISTERE ANGELS, ARMOR ANGELS, ACTIONNAIRES HISTORIQUES",01/06/2012,HEMARINA,HEMARINA
"HEMOPHARM lève 1,8 million d'euros auprès de MIDI CAPITAL",01/06/2012,HEMOPHARM,
"HOMELOC lève des fonds auprès de BUSINESS ANGELS, KIMA VENTURES",01/06/2012,HOMELOC,HOMELOC
"HTTV lève 3,5 millions d'euros auprès de CM CIC",01/06/2012,HTTV,HTTV
HUMANOGAMES lève 160 000 euros auprès de BUSINESS ANGELS,01/06/2012,HUMANOGAMES,HUMANOGAMES
"IMAXIO lève 2,9 millions d'euros auprès d'investisseurs",01/06/2012,IMAXIO,IMAXIO
"INNAVIRVAX lève 3,7 millions d'euros auprès de CAPDECISIF MANAGEMENT, FA DIESE, FRCI",01/06/2012,INNAVIRVAX,INNAVIRVAX
INOP'S lève 700 000 euros auprès de ODYSSEE,01/06/2012,INOP'S,INOP'S
INTEGRAGEN lève 2 millions d'euros auprès de A PLUS FINANCE,01/06/2012,INTEGRAGEN,INTEGRAGEN
"INVOXIA lève 1,5 million d'euros auprès de NEWFUND",01/06/2012,INVOXIA,INVOXIA
ITYZ lève 800 000 euros auprès d'investisseurs,01/06/2012,ITYZ,ITYZ
"IVIDENCE lève 3 millions d'euros auprès de A PLUS FINANCE, OMNES CAPITAL",01/06/2012,IVIDENCE,IVIDENCE
"KADRIGE lève 4 millions d'euros auprès de AMUNDI PRIVATE EQUITY, CM CIC",01/06/2012,KADRIGE,KADRIGE
KARMIC SOFT lève des fonds auprès de INVESTESSOR,01/06/2012,KARMIC SOFT,KARMIC SOFT
KETSU lève 36 000 euros auprès d'investisseurs,01/06/2012,KETSU,KETSU
KIREEGO lève des fonds auprès d'investisseurs,01/06/2012,KIREEGO,KIREEGO
LEDPOWER lève 800 000 euros auprès de BUSINESS ANGELS,01/06/2012,LEDPOWER,LEDPOWER
"LINK CARE SERVICES lève 6,3 millions d'euros auprès de FSN PME, SIPAREX, I-SOURCE",01/06/2012,LINK CARE SERVICES,LINK CARE SERVICES
LOOKOUT lève des fonds auprès de IRIS CAPITAL,01/06/2012,LOOKOUT,LOOKOUT
LOX TOUR lève 140 000 euros auprès de BUSINESS ANGELS,01/06/2012,LOX TOUR,
"LUCEOR lève 2,8 millions d'euros auprès de ORKOS3T CAPITAL",01/06/2012,LUCEOR,LUCEOR
LUMNEX lève 640 000 euros auprès de ACTIONNAIRES HISTORIQUES,01/06/2012,LUMNEX,LUMNEX
"MADEACONCEPT lève 1,5 million d'euros auprès de XMP BUSINESS ANGELS, INVESTESSOR",01/06/2012,MADEACONCEPT,MADEACONCEPT
"MAEGLIN SOFTWARE lève des fonds auprès de BUSINESS ANGELS, CDC INNOVATION",01/06/2012,MAEGLIN SOFTWARE,MAEGLIN SOFTWARE
MAGPIE POLYMERS lève 500 000 euros auprès d'investisseurs,01/06/2012,MAGPIE POLYMERS,MAGPIE POLYMERS
"MAINTAG lève 2,5 millions d'euros auprès de ENTREPRENEUR VENTURE, IDINVEST",01/06/2012,MAINTAG,MAINTAG
"MAPPING CONTROL lève 540 000 euros auprès de PROVENCE BUSINESS ANGELS, PACA INVESTISSEMENT",01/06/2012,MAPPING CONTROL,MAPPING CONTROL
MATERIEL-VELO.COM lève 800 000 euros auprès d'investisseurs,01/06/2012,MATERIEL-VELO.COM,MATERIEL-VELO.COM
MICRODON lève 270 000 euros auprès d'investisseurs,01/06/2012,MICRODON,MICRODON
MOMINDUM lève 1 million d'euros auprès de STARQUEST,01/06/2012,MOMINDUM,MOMINDUM
MONEYLIB lève 238 500 euros auprès d'investisseurs,01/06/2012,MONEYLIB,MONEYLIB
"MOOVILLE BY MUSES lève 480 000 euros auprès de XMP BUSINESS ANGELS, FEMMES BUSINESS ANGELS, SCIENTIPOLE",01/06/2012,MOOVILLE BY MUSES,MOOVILLE BY MUSES
"MOPUB lève 10 millions d'euros auprès de ACCEL, IRIS CAPITAL, ACTIONNAIRES HISTORIQUES",01/06/2012,MOPUB,MOPUB
"MOVEA lève 6,5 millions d'euros auprès de INTEL CAPITAL, I-SOURCE",01/06/2012,MOVEA,MOVEA
MOVEABOUT lève des fonds auprès de ECOMOBILITE VENTURES,01/06/2012,MOVEABOUT,MOVEABOUT
MS3D lève des fonds auprès de NESTADIO,01/06/2012,MS3D,
"MULTIX lève 4 millions d'euros auprès de ACE MANAGEMENT, ALTO INVEST",01/06/2012,MULTIX,MULTIX
MUZEOWEB lève 300 000 euros auprès de BUSINESS ANGELS,01/06/2012,MUZEOWEB,
NELI TECHNOLOGIES lève 350 000 euros auprès de FA DIESE,01/06/2012,NELI TECHNOLOGIES,NELI TECHNOLOGIES
"NETCONSTAT lève des fonds auprès de BUSINESS ANGELS, STARQUEST, KIMA VENTURES",01/06/2012,NETCONSTAT,NETCONSTAT
NEWSCAPE TECHNOLOGY lève des fonds auprès de STARQUEST,01/06/2012,NEWSCAPE TECHNOLOGY,NEWSCAPE TECHNOLOGY
"NOVACYT lève 1,5 million d'euros auprès de BUSINESS ANGELS, ARKEON",01/06/2012,NOVACYT,NOVACYT
NOVATIM lève 1 million d'euros auprès de SIPAREX,01/06/2012,NOVATIM,NOVATIM
"NUTRIVERCELL lève 450 000 euros auprès de BUSINESS ANGELS, XMP BUSINESS ANGELS, ANGELS SANTE, TRIANON ANGELS, PARIS BUSINESS ANGELS, SCIENTIPOLE",01/06/2012,NUTRIVERCELL,NUTRIVERCELL
"OLEA MEDICAL lève 4,2 millions d'euros auprès de ACTIONNAIRES HISTORIQUES, INNOVACOM",01/06/2012,OLEA MEDICAL,OLEA MEDICAL
"OOGARDEN lève 4,1 millions d'euros auprès de SOFIMAC",01/06/2012,OOGARDEN,OOGARDEN
OPHTA POINT VISION lève des fonds auprès d'investisseurs,01/06/2012,OPHTA POINT VISION,OPHTA POINT VISION
OREE DESIGN lève 360 000 euros auprès de BUSINESS ANGELS,01/06/2012,OREE DESIGN,OREE DESIGN
PASOLO lève 170 000 euros auprès d'investisseurs,01/06/2012,PASOLO,PASOLO
PICTARINE lève 67 500 euros auprès de TECHSTARS,01/06/2012,PICTARINE,PICTARINE
PLACE DES LEADS lève 3 millions d'euros auprès de AXA PRIVATE EQUITY,01/06/2012,PLACE DES LEADS,PLACE DES LEADS
PLASMABIOTICS lève des fonds auprès d'investisseurs,01/06/2012,PLASMABIOTICS,PLASMABIOTICS
"PROLOGUE lève 1,57 million d'euros auprès de BUSINESS ANGELS, ACTIONNAIRES HISTORIQUES",01/06/2012,PROLOGUE,PROLOGUE
"PROTIP MEDICAL lève 3,8 millions d'euros auprès de BUSINESS ANGELS, SEVENTURE",01/06/2012,PROTIP MEDICAL,PROTIP MEDICAL
QUADRILLE lève des fonds auprès de CALAO FINANCE,01/06/2012,QUADRILLE,QUADRILLE
QUNB lève 576 000 euros auprès de TECHSTARS,01/06/2012,QUNB,QUNB
"R2C SYSTEM lève 300 000 euros auprès de BUSINESS ANGELS, OUEST ANGELS",01/06/2012,R2C SYSTEM,R2C SYSTEM
"REPROPHARM lève 1,2 million d'euros auprès de SOFIMAC, OTC ASSET MANAGEMENT",01/06/2012,REPROPHARM,
ROK SOLUTION lève des fonds auprès de STARQUEST,01/06/2012,ROK SOLUTION,ROK SOLUTION
SATMOS lève des fonds auprès de IXO,01/06/2012,SATMOS,SATMOS
SDN INTERNATIONAL et CYBERPROTECT lève des fonds auprès de STARQUEST,01/06/2012,SDN INTERNATIONAL et CYBERPROTECT,
SEATOWER lève des fonds auprès d'investisseurs,01/06/2012,SEATOWER,
SEJOURNING lève 300 000 euros auprès de POLE CAPITAL,01/06/2012,SEJOURNING,SEJOURNING
SENDINBLUE lève 110 000 euros auprès de CALOGA,01/06/2012,SENDINBLUE,SENDINBLUE
SENSORION PHARMA lève 750 000 euros auprès d'investisseurs,01/06/2012,SENSORION PHARMA,SENSORION PHARMA
"SGM-ALPI lève 900 000 euros auprès de BUSINESS ANGELS, SOFIMAC",01/06/2012,SGM-ALPI,
SHOPPING MAIL lève 100 000 euros auprès de KIMA VENTURES,01/06/2012,SHOPPING MAIL,SHOPPING MAIL
SIGRENEA lève 1 million d'euros auprès de SOFIMAC,01/06/2012,SIGRENEA,SIGRENEA
SIPARTECH lève 10 millions d'euros auprès de CM CIC,01/06/2012,SIPARTECH,SIPARTECH
"SMARTESTING lève 1,4 million d'euros auprès de SIPAREX, I-SOURCE",01/06/2012,SMARTESTING,SMARTESTING
"SO ROMANTIC lève 130 000 euros auprès de OUEST ANGELS, PARIS BUSINESS ANGELS",01/06/2012,SO ROMANTIC,SO ROMANTIC
SOCIALMOOV lève 750 000 euros auprès d'investisseurs,01/06/2012,SOCIALMOOV,SOCIALMOOV
"SOLARFUEL lève 7,5 millions d'euros auprès de ASTER CAPITAL",01/06/2012,SOLARFUEL,SOLARFUEL
"SOPHIADOG lève 160 000 euros auprès de PARIS BUSINESS ANGELS, INVESTESSOR",01/06/2012,SOPHIADOG,SOPHIADOG
"SP3H lève 2,2 millions d'euros auprès de TRUFFLE",01/06/2012,SP3H,SP3H
STUPEFLIX lève des fonds auprès d'investisseurs,01/06/2012,STUPEFLIX,STUPEFLIX
SYKIO lève 700 000 euros auprès de NEWFUND,01/06/2012,SYKIO,SYKIO
TAAJ lève des fonds auprès d'investisseurs,01/06/2012,TAAJ,TAAJ
TAG & SEE lève 180 000 euros auprès de BUSINESS ANGELS,01/06/2012,TAG & SEE,TAG & SEE
TAZTAG lève 500 000 euros auprès de NESTADIO,01/06/2012,TAZTAG,TAZTAG
TERRA CITES lève 800 000 euros auprès de DDIDF BUSINESS ANGELS,01/06/2012,TERRA CITES,
"TEXTMASTER lève 1,6 million d'euros auprès de BUSINESS ANGELS, ALVEN",01/06/2012,TEXTMASTER,TEXTMASTER
